lncRNAName	H3K27ac-wa	H3K27ac-ea	H3K27ac-wr	H3K27ac-er	H3K36me3-wa	H3K36me3-ea	H3K36me3-wr	H3K36me3-er	H3K4me1-wa	H3K4me1-ea	H3K4me1-wr	H3K4me1-er	H3K4me2-wa	H3K4me2-ea	H3K4me2-wr	H3K4me2-er	H3K4me3-wa	H3K4me3-ea	H3K4me3-wr	H3K4me3-er	H3K79me2-wa	H3K79me2-ea	H3K79me2-wr	H3K79me2-er	H3K9ac-wa	H3K9ac-ea	H3K9ac-wr	H3K9ac-er	H3K9me3-wa	H3K9me3-ea	H3K9me3-wr	H3K9me3-er	H4K20me1-wa	H4K20me1-ea	H4K20me1-wr	H4K20me1-er	H3K27me3-wa	H3K27me3-ea	H3K27me3-wr	H3K27me3-er	Methylation-wa	Methylation-ea	Methylation-wr	Methylation-er
RP11-834C11.4_ASO_G0250742_AD_05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.046361561222132	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP13-463N16.6_ASO_G0242147_05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14128168428653504	2.7224475449597416	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP13-463N16.6_ASO_G0242147_07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0720558829663414	24.56484047707125	38.274410449913	21.823805413237167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-510D11.2_ASO_G0234546_07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.04193044453470304	-0.0	2.483978232670017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP6-109B7.3_ASO_G0241990_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6484655117042224	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SBF2-AS1_ASO_G0246273_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.000996519810943	26.74437633052614	-0.0	-0.0	-0.0	3.7601338539765825	-0.0	-0.0	0.0	0.0	0.0	0.0	0.9029163085816393	3.1023005462214255	0.11059305189821676	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8326110701506889	2.380853014951443	-0.0	0.44275969337852455	0.0	0.0	0.0	0.0
SERTAD4-AS1_ASO_G0203706_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1653243524770294	15.786959441941548	3.4036283527529485	6.044530631490465
TMCC1-AS1_ASO_G0271270_09	5.125173724636198	0.6850012338097338	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	3.6585835380713414	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.761498006998854	37.32671560282698	0.11349856576571196	0.044256735216056615
WDFY3-AS2_ASO_G0180769_08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3405610959694119	0.37994658675879256	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.892512062819416	-0.0	-0.0	-0.0
ZNF674-AS1_ASO_G0230844_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2909341720651425	6.108057098688252	0.11447375741385786	0.1497925824560227
